"","word1","hit1","hit1_n","hit2","hit2_n","hit3","hit3_n","ngram_n"
"3251","amigas","feliz",1,"for",1,NA,NA,2
"3252","wkend","in",2,"of",2,"ahead",1,31
"3253","wasnt","even",12,"a",11,"there",9,191
"3254","yesturday","an",1,"at",1,"i",1,7
"3255","android","market",26,"app",25,"phone",14,325
"3256","tablet","and",9,"i",6,"pc",6,120
"3257","naked","and",22,"in",18,"on",8,348
"3258","confident","that",56,"in",37,"and",35,346
"3259","beefy","crunch",1,"forearms",1,"guys",1,8
"3260","forearms","and",1,"oh",1,"the",1,4
"3261","17","and",38,"year",38,"years",35,993
"3262","swallowed","a",6,"the",6,"by",5,49
"3263","fly","to",67,"by",42,"in",26,805
"3264","simms","33333",1,"all",1,"and",1,12
"3265","taback","keep",1,NA,NA,NA,NA,1
"3266","mouth","and",99,"is",35,"i",34,884
"3267","holds","the",56,"a",48,"up",28,449
"3268","consecutive","year",9,"days",6,"games",6,119
"3269","voting","for",71,"rights",13,"in",12,337
"3270","butt","in",29,"and",26,"off",21,451
"3271","fanny","pack",18,"pak",8,"brice",2,45
"3272","pak","cricket",3,"afghan",2,"choi",2,30
"3273","plays","a",75,"the",50,"in",43,786
"3274","tom","brady",37,"and",33,"cruise",27,747
"3275","oddly","enough",35,"the",6,"similar",4,121
"3276","attractive","to",23,"and",21,"but",6,293
"3277","jackson's","birthday",2,"death",2,"last",2,38
"3278","fury","of",6,"and",5,"is",5,74
"3279","juicycontent","cc",1,NA,NA,NA,NA,1
"3280","boris","johnson",9,"diaw",2,"you",2,32
"3281","johnson","and",28,"is",24,"said",11,425
"3282","tax","cuts",35,"and",30,"credit",26,1041
"3283","duplication","is",2,"posters",2,"between",1,12
"3284","cd","release",34,"and",31,"is",17,568
"3285","dvd","and",25,"player",21,"of",16,360
"3286","runs","in",65,"the",53,"and",35,832
"3287","animated","film",10,"series",7,"and",6,115
"3288","christmas","and",140,"eve",116,"is",83,2417
"3289","accuse","me",7,"him",3,"the",3,47
"3290","shits","gonna",7,"about",6,"and",5,80
"3291","proven","to",39,"that",18,"wrong",7,201
"3292","uniform","and",14,"for",5,"but",4,149
"3293","bless","you",113,"the",35,"your",22,467
"3294","southwest","airlines",9,"and",8,"of",7,111
"3295","filed","a",29,"for",28,"in",18,202
"3296","lightmasters","number",3,NA,NA,NA,NA,3
"3297","arched","eyebrows",4,"her",2,"opening",2,14
"3298","opening","day",177,"of",103,"the",74,1497
"3299","swirls","and",6,"in",4,"of",3,32
"3300","bo","ryan",13,"bunny",11,"xilai",6,199
"3301","massive","amounts",18,"amount",10,"and",6,519
"3302","covered","in",188,"with",75,"by",57,772
"3303","gel","pen",12,"medium",7,"in",5,106
"3304","nails","done",27,"and",25,"are",14,273
"3305","heal","and",22,"the",19,"from",7,204
"3306","glittery","and",2,"pink",2,"as",1,23
"3307","helps","to",102,"me",75,"you",66,826
"3308","yearlingfund","thanks",1,NA,NA,NA,NA,1
"3309","owls","and",4,"are",3,"for",2,55
"3310","defender","of",9,"and",5,"in",3,59
"3311","defeater","argument",1,"is",1,NA,NA,2
"3312","lords","of",12,"and",5,"in",4,65
"3313","discipline","is",25,"and",24,"in",13,227
"3314","burn","the",34,"out",21,"down",20,468
"3315","ides","of",12,"and",1,"at",1,17
"3316","lastly","i",22,"the",7,"we",6,105
"3317","bounty","hunter",17,"of",7,"on",7,84
"3318","plenty","of",713,"to",32,"more",23,896
"3319","wouldnt","be",22,"have",10,"do",7,136
"3320","mayoral","race",7,"candidates",6,"candidate",5,40
"3321","nonprofit","organization",7,"group",5,"and",2,87
"3322","projects","and",98,"that",64,"in",59,1064
"3323","uninterrupted","and",2,"hours",2,"open",2,25
"3324","phone's","off",4,"been",2,"gps",2,28
"3325","screwed","up",50,"me",8,"on",5,128
"3326","appointment","with",36,"to",23,"and",22,367
"3327","lovin","it",34,"the",23,"this",11,143
"3328","obey","the",20,"and",7,"him",7,108
"3329","gear","and",42,"up",16,"for",14,371
"3330","smdh","i",5,"also",1,"and",1,23
"3331","box","of",175,"and",88,"office",63,1515
"3332","chocolates","and",7,"that",4,"i",3,68
"3333","nosoa","city",1,"the",1,"why",1,3
"3334","sudbury","farms",1,"fear",1,"model",1,4
"3335","mail","and",52,"today",38,"to",35,968
"3336","pumped","for",77,"up",43,"to",42,276
"3337","grabbing","a",23,"the",9,"my",7,96
"3338","en","route",72,"masse",15,"el",5,187
"3339","route","to",94,"and",20,"66",13,364
"3340","disagree","with",87,"i",14,"but",12,245
"3341","exposure","to",72,"and",16,"for",10,204
"3342","posted","on",168,"a",106,"by",37,1072
"3343","minerva","and",1,"apollo",1,"indian",1,11
"3344","update","on",78,"the",45,"my",40,835
"3345","ticket","to",78,"for",74,"and",22,729
"3346","prices","are",56,"and",41,"for",33,565
"3347","contest","and",34,"is",34,"for",28,645
"3348","stage","and",90,"at",75,"of",71,1308
"3349","lineups","for",2,"around",1,"come",1,11
"3350","bbn","is",5,"i",3,"loves",3,40
"3351","thursdays","at",5,"5",3,"and",3,91
"3352","conquers","all",6,"his",2,"a",1,14
"3353","spinach","and",37,"salad",10,"in",8,190
"3354","artichoke","and",6,"hearts",6,"is",3,40
"3355","tortellini","brodo",2,"al",1,"and",1,11
"3356","pancakes","and",20,"for",10,"with",9,166
"3357","bacon","and",61,"in",16,"is",14,468
"3358","pretzels","are",6,"in",5,"and",3,52
"3359","nom","nom",33,"de",6,"and",2,76
"3360","theme","of",110,"song",64,"for",60,818
"3361","halloween","costume",22,"is",20,"party",18,432
"3362","costume","and",19,"is",9,"for",8,222
"3363","awkward","moment",294,"and",29,"when",18,749
"3364","rubios","bottling",1,"i",1,"mayorship",1,4
"3365","doesn’t","have",133,"mean",98,"matter",77,1753
"3366","written","by",225,"in",139,"and",95,1578
"3367","lip","balm",21,"service",16,"and",11,221
"3368","trinidad","tobago",3,"and",2,"ans",1,20
"3369","jamaica","and",9,"at",3,"the",3,75
"3370","barbados","and",4,"are",1,"beating",1,10
"3371","ones","that",246,"who",144,"i",132,2174
"3372","without","a",593,"the",482,"you",204,6022
"3373","serve","as",127,"the",69,"with",54,933
"3374","asked","me",424,"to",292,"if",272,3120
"3375","fenway","park",10,"on",6,"and",3,52
"3376","names","of",95,"and",74,"in",36,797
"3377","buddy","i",23,"is",15,"and",14,479
"3378","jake","and",19,"is",9,"has",6,227
"3379","bailery","buster",1,NA,NA,NA,NA,1
"3380","buster","posey",5,"and",2,"olney",2,36
"3381","molly","and",7,"is",4,"you",4,128
"3382","maggie","smith",12,"for",3,"gallagher",3,98
"3383","daisy","and",10,"is",5,"punch",4,103
"3384","lucy","and",13,"is",8,"was",4,136
"3385","alcohol","and",53,"in",26,"is",22,534
"3386","tests","and",31,"are",17,"for",14,353
"3387","employers","and",11,"are",10,"to",8,142
"3388","truck","and",36,"is",18,"that",17,554
"3389","drivers","are",17,"ed",15,"license",15,260
"3390","beef","and",41,"with",22,"is",16,437
"3391","cheek","and",14,"to",8,"i",6,138
"3392","sloppy","joe",8,"seconds",6,"joes",5,92
"3393","dpt","diptheria",1,"vaccine",1,NA,NA,2
"3394","diptheria","yikes",1,NA,NA,NA,NA,1
"3395","yikes","i",11,"what",4,"but",3,120
"3396","falling","in",123,"asleep",88,"apart",46,737
"3397","unpredictable","and",9,"a",2,"but",2,53
"3398","signs","of",146,"and",39,"that",32,592
"3399","completely","different",145,"forgot",35,"out",32,1852
"3400","convenient","to",17,"for",11,"and",10,150
"3401","theaters","for",4,"on",4,"but",3,77
"3402","invest","in",129,"the",5,"a",4,204
"3403","totally","agree",126,"worth",51,"different",46,2113
"3404","hur","hur",2,"because",1,"did",1,11
"3405","8732","lilwaynes",1,NA,NA,NA,NA,1
"3406","lilwaynes","trufit",1,NA,NA,NA,NA,1
"3407","trufit","jordan",1,"yes",1,NA,NA,2
"3408","jordan","and",16,"hill",6,"i",6,330
"3409","shorts","and",77,"i",9,"to",9,296
"3410","parish","council",7,"and",4,"church",4,74
"3411","afternoon","and",79,"i",75,"to",54,1308
"3412","fucked","up",182,"me",12,"by",7,288
"3413","relationships","with",59,"and",55,"are",32,532
"3414","mentionyourcrush","i",1,"shit",1,"um",1,4
"3415","florida","and",43,"is",22,"for",17,743
"3416","steamy","hot",3,"in",3,"and",2,32
"3417","gratitude","for",31,"and",22,"to",18,193
"3418","fairest","blossom",1,"harmony",1,"in",1,9
"3419","blossom","and",6,"in",4,"die",3,88
"3420","springs","to",15,"and",6,"is",6,190
"3421","soul","and",74,"to",53,"of",47,1048
"3422","ward","beecher",17,"off",15,"and",11,245
"3423","astronomer","a",1,"aaron",1,"and",1,9
"3424","watchman","sets",1,"with",1,NA,NA,2
"3425","houston","tx",23,"and",18,"we",16,546
"3426","17s","grand",1,"so",1,"won",1,3
"3427","championship","game",48,"in",16,"and",10,317
"3428","14s","at",1,"won",1,NA,NA,2
"3429","15u","championship",1,NA,NA,NA,NA,1
"3430","remington","870",1,"are",1,"bge",1,11
"3431","sources","of",52,"and",28,"for",20,379
"3432","represent","the",70,"a",25,"my",10,324
"3433","billions","of",57,"and",9,"in",9,106
"3434","dollars","in",55,"and",53,"to",52,624
"3435","finance","minister",12,"committee",10,"and",9,216
"3436","refinance","loans",3,"program",3,"activity",1,17
"3437","recapitalize","all",1,NA,NA,NA,NA,1
"3438","types","of",347,"and",15,"are",11,513
"3439","commercial","for",39,"and",30,"with",23,792
"3440","polo","field",5,"shirts",5,"and",4,59
"3441","trash","can",17,"and",14,"bags",11,300
"3442","climb","the",25,"up",18,"on",16,241
"3443","dumpster","diving",5,"dives",2,"i",2,32
"3444","kareem","abdul",4,"folkes",2,"changed",1,15
"3445","plane","and",44,"to",36,"crash",21,535
"3446","dudes","who",19,"in",14,"i",12,254
"3447","jive","and",3,"with",2,"can",1,16
"3448","chauncey","in",1,"monte",1,"stuckey",1,3
"3449","stuckey","is",3,"and",1,"are",1,11
"3450","fumble","and",4,"the",4,"recovery",3,40
"3451","anymore","i",110,"but",58,"and",56,1030
"3452","butterfingers","getsomestick'emman",1,"milkshake",1,"today",1,4
"3453","drops","of",38,"the",17,"and",15,273
"3454","alkalife","european",1,"turns",1,NA,NA,2
"3455","ordinary","people",37,"and",10,"girl",8,303
"3456","ph","and",3,"is",3,"of",3,35
"3457","alkaline","water",8,"batteries",2,"diet",2,31
"3458","20thingsaboutme","i",24,"i'm",5,"10",3,61
"3459","impression","that",60,"of",44,"on",28,298
"3460","r.i.p","whitney",19,"to",17,"donna",6,157
"3461","headed","to",462,"out",84,"back",77,1167
"3462","louis","vuitton",37,"and",16,"louis",15,522
"3463","wes","anderson",12,"welker",4,"and",2,52
"3464","eagles","are",11,"and",9,"of",5,171
"3465","pack","of",138,"and",55,"up",32,828
"3466","worry","about",401,"i",62,"that",45,1098
"3467","chugging","along",4,"and",3,"a",2,21
"3468","cuse","is",3,"both",1,"brothers",1,38
"3469","uconn","to",3,"and",2,"fans",2,46
"3470","hostess","and",5,"for",5,"gift",5,83
"3471","snack","i",13,"or",13,"and",12,239
"3472","cake","and",106,"cake",65,"with",65,1351
"3473","intro","to",44,"is",6,"of",6,140
"3474","culturist","and",1,NA,NA,NA,NA,1
"3475","snaggle","tooth",1,NA,NA,NA,NA,1
"3476","tooth","and",17,"fairy",15,"brush",5,191
"3477","fence","and",24,"to",9,"about",8,200
"3478","approximately","15",9,"5",9,"1",7,237
"3479","kansas","city",148,"and",10,"state",7,343
"3480","kentucky","derby",52,"and",14,"is",13,362
"3481","basketball","game",51,"team",48,"and",32,727
"3482","adult","and",31,"life",26,"i",23,667
"3483","meal","and",64,"at",34,"for",33,752
"3484","purchase","a",79,"of",73,"the",43,731
"3485","sundays","are",14,"at",11,"and",8,154
"3486","murat","la",1,"on",1,"theatre",1,4
"3487","thegleeproject","got",1,"i",1,NA,NA,2
"3488","annoying","and",29,"but",24,"to",23,556
"3489","mckynleigh","was",1,NA,NA,NA,NA,1
"3490","incredible","and",17,"i",13,"how",12,750
"3491","keyboards","and",6,"are",5,"because",2,44
"3492","signed","up",205,"a",55,"by",53,804
"3493","air","and",116,"force",108,"conditioning",55,1862
"3494","federal","government",103,"reserve",43,"law",27,737
"3495","study","of",108,"for",60,"the",57,1284
"3496","grants","to",9,"and",8,"for",6,121
"3497","ramble","on",7,"and",2,"a",1,17
"3498","nerdy","i",5,"apparel",2,"asian",2,57
"3499","cooler","than",50,"and",8,"weather",7,188
"3500","hater","i",7,"of",6,"but",5,81
"3501","overall","the",51,"i",48,"it",32,768
"3502","cook's","barn",1,"illustrated",1,"in",1,12
"3503","timid","and",5,"to",5,"only",2,34
"3504","liquor","store",54,"and",11,"in",8,200
"3505","divert","his",2,"my",2,"the",2,22
"3506","political","and",55,"science",38,"party",37,1392
"3507","twinkie","on",2,"and",1,"castle",1,16
"3508","flavored","coffee",5,"and",4,"ice",4,96
"3509","yogurt","and",37,"with",12,"in",6,240
"3510","paradigm","of",9,"in",7,"shift",5,47
"3511","pick","up",845,"a",137,"it",108,2483
"3512","tony","stark",21,"parker",20,"blair",17,461
"3513","larussa","the",2,"to",2,"always",1,15
"3514","classy","and",16,"lady",7,"guy",5,191
"3515","wi","fi",56,"and",6,"in",5,278
"3516","fi","and",7,"fantasy",6,"but",5,195
"3517","yep","i",97,"it's",34,"that",30,842
"3518","subtweet","i",4,"too",2,"2.0",1,14
"3519","scroll","down",39,"0",15,"through",6,104
"3520","button","on",68,"and",44,"to",34,623
"3521","pinterest","and",27,"is",20,"for",17,319
"3522","baseball's","greatest",2,"a",1,"favorite",1,10
"3523","senk","has",1,NA,NA,NA,NA,1
"3524","seawolves","owner",1,"rooting",1,"tonight",1,4
"3525","victory","over",58,"in",57,"for",36,479
"3526","40","years",98,"minutes",68,"of",43,1278
"3527","songsthatmakeyougetgoosebumps","how",1,NA,NA,NA,NA,1
"3528","blake","griffin",36,"shelton",18,"is",9,227
"3529","battled","back",3,"in",2,"over",2,29
"3530","slam","dunk",17,"the",9,"on",5,113
"3531","dunk","contest",22,"on",7,"by",5,105
"3532","clippers","game",14,"and",12,"are",10,209
"3533","regret","it",78,"that",21,"not",15,341
"3534","tie","it",37,"the",37,"in",25,452
"3535","piece","of",933,"on",79,"and",58,2001
"3536","lint","and",4,"filter",2,"is",2,26
"3537","drag","on",23,"me",16,"and",14,272
"3538","reporter","for",10,"and",9,"who",8,181
"3539","catholics","and",9,"believe",3,"but",3,73
"3540","metro","area",20,"station",12,"center",7,259
"3541","atlanta","ga",32,"and",16,"area",13,418
"3542","coworking","is",3,"space",2,"but",1,12
"3543","space","and",130,"for",125,"in",102,1942
"3544","singapore","and",11,"in",6,"for",5,144
"3545","listed","in",51,"as",47,"on",34,381
"3546","boyz","are",12,"and",9,"like",9,146
"3547","hotel","room",87,"in",78,"and",57,1059
"3548","chirpin","already",1,"good",1,"no",1,3
"3549","emphasis","on",93,"is",8,"mine",6,160
"3550","monsterenergy","into",1,NA,NA,NA,NA,1
"3551","favmoviequote","i",2,"how",1,"it",1,6
"3552","sossoso","much",1,NA,NA,NA,NA,1
"3553","beauty","of",185,"and",118,"is",65,1002
"3554","yawn","good",3,"and",2,"i",2,43
"3555","drinks","and",105,"at",35,"with",31,719
"3556","abt","the",24,"it",8,"this",7,269
"3557","techstars","affiliated",1,"and",1,"applicants",1,8
"3558","boulder","co",7,"and",4,"canyon",3,69
"3559","starts","at",224,"to",178,"with",125,1564
"3560","psyched","for",20,"to",20,"about",10,74
"3561","town","and",135,"of",104,"for",96,2121
"3562","familia","at",1,"con",1,"drug",1,16
"3563","famous","for",50,"people",32,"and",24,864
"3564","rancho","bernardo",5,"cordova",3,"cucamonga",3,34
"3565","nate","dogg",11,"and",10,"mcmillan",5,118
"3566","fighter","and",8,"4",6,"jets",6,122
"3567","ufc","fight",6,"on",5,"and",3,85
"3568","np","i",7,"the",7,"thanks",5,238
"3569","elle","varner",4,"fanning",3,"magazine",2,38
"3570","varner","recital",2,"a",1,"and",1,9
"3571","cole","slaw",11,"hamels",10,"is",8,174
"3572","tx","for",26,"and",10,"to",7,254
"3573","wondering","if",228,"what",136,"how",100,875
"3574","thismeanswar","i'm",1,NA,NA,NA,NA,1
"3575","valentinesday","and",1,"by",1,"date",1,10
"3576","won't","be",639,"have",93,"get",89,2541
"3577","vintage","photo",20,"and",17,"style",8,520
"3578","infuriatingly","get",1,"ill",1,"insipid",1,3
"3579","conceived","in",13,"and",7,"as",6,71
"3580","netbook","and",2,"w",2,"cornelius",1,9
"3581","figured","out",191,"it",94,"i",58,621
"3582","pls","rt",34,"follow",19,"let",10,231
"3583","utilize","the",8,"this",6,"them",5,78
"3584","omla","mla12",1,"to",1,NA,NA,2
"3585","feuds","are",1,"between",1,"duels",1,7
"3586","shout","out",901,"outs",61,"me",25,1204
"3587","conquer","the",23,"and",6,"my",4,97
"3588","conquered","the",5,"by",4,"is",2,48
"3589","napoleon","hill",19,"bonaparte",10,"dynamite",5,54
"3590","whew","i",16,"it",6,"what",6,119
"3591","presents","a",30,"the",23,"itself",18,362
"3592","wrapping","up",53,"paper",20,"my",11,166
"3593","95","of",25,"on",5,"percent",5,154
"3594","youngminds","tell",1,NA,NA,NA,NA,1
"3595","apply","to",125,"for",63,"the",35,524
"3596","attend","the",122,"a",42,"to",31,523
"3597","sept","11",19,"15",9,"10",7,208
"3598","bit.ly","orderbeaperson",3,"elvisshow",2,"for",2,175
"3599","artists","and",77,"who",30,"in",24,756
"3600","gap","between",46,"in",27,"is",10,255
"3601","wellness","center",7,"and",4,"program",4,79
"3602","wh","correspondents",3,"and",2,"what",2,28
"3603","fund","the",22,"to",14,"and",12,339
"3604","centers","of",18,"for",16,"in",15,181
"3605","able","to",3994,"and",13,"2",11,4129
"3606","sometime","in",64,"soon",54,"this",33,430
"3607","happymothersday","to",9,"i",2,"mom",2,28
"3608","mommy","and",46,"i",23,"is",10,397
"3609","clam","chowder",15,"chowdah",2,"up",2,37
"3610","periods","of",48,"and",14,"in",11,132
"3611","flunked","geography",1,"it",1,"me",1,5
"3612","sunny","day",95,"and",43,"in",28,567
"3613","davidoff","says",2,NA,NA,NA,NA,2
"3614","transformational","changes",1,"christian",1,"decade",1,15
"3615","award","winning",111,"for",101,"and",33,858
"3616","nobel","prize",26,"peace",17,"laureate",6,68
"3617","laureate","and",2,"in",2,"mayor",2,19
"3618","muhammad","ali",27,"and",5,"pbuh",3,65
"3619","yunus","he",1,NA,NA,NA,NA,1
"3620","onspresidents","take",1,NA,NA,NA,NA,1
"3621","road","to",172,"trip",157,"and",115,2041
"3622","orders","and",33,"from",20,"to",18,315
"3623","dinners:santa","fe",1,NA,NA,NA,NA,1
"3624","fe","new",5,"and",3,"art",3,64
"3625","platter","with",7,"and",6,"of",5,48
"3626","eggplant","and",10,"parm",3,"fennel",2,60
"3627","parm","and",1,"brioche",1,"calzone",1,16
"3628","listings","in",6,"and",5,"of",3,57
"3629","sort","of",1247,"out",45,"through",21,1480
"3630","housing","and",31,"market",27,"for",11,353
