"","txt","Src","Line"
"357","New This Week | Seven new jobs and four new online learning opportunities. Find them on the Programming Librarian homepage.","en_US.twitter",357
"358","i look like '95 again today","en_US.twitter",358
"359","Is a super magic man. We stay up till 5am. Although we're bound by Shamen law,what goes on tour stays on tour! (Boosh)","en_US.twitter",359
"360","Was using as a verb.","en_US.twitter",360
"361",",Elle, & wrks so hard for me i appreciate them so much","en_US.twitter",361
"362","HAHA same here! I always get spammed :)","en_US.twitter",362
"363","If I hear one more person say funner tonight I might break something.","en_US.twitter",363
"364","but who'd ST go for in the Dem primary?","en_US.twitter",364
"365","~~Stage Freight Strategies part 3~~ 6.Anticipate hard and easy questions. 7.Organize your speaking notes.","en_US.twitter",365
"366","Aren't most ""big event"" sales corp purchases? RT : Is Thunder such a hot ticket because owner's company bought so many tickets?","en_US.twitter",366
"367","I'll leave you paralyzed from my strokes/ I don't sing girl, but I'll make you hit them high notes - $G-money","en_US.twitter",367
"368","It's right down the street. I want to hear more about your catalogue efforts too.","en_US.twitter",368
"369","is planning a food cart festival the same day as my wedding! WHHHHYYYY. maybe my guests won't notice if I slip out for awhile...","en_US.twitter",369
"370","lmao sorry Leland /:","en_US.twitter",370
"371","I still have my tamagotchi lmao","en_US.twitter",371
"372","It's possible I'm addicted to deviled eggs.","en_US.twitter",372
"373","What is the cutting edge price?","en_US.twitter",373
"374","Glad to hear that you got tickets to Viva!","en_US.twitter",374
"375","Someone who actually cares>","en_US.twitter",375
"376","it would be nice. i saw both episodes. its just a good tv show.","en_US.twitter",376
"377","Got to see The Hunger Games yesterday...and all I will say is that it will not disappoint!!","en_US.twitter",377
"378","of course. People should never stay in an abusive marriage.","en_US.twitter",378
"379","Well, I'm almost done with the preconference at #TXLA12. Interesting stuff. Conf. Welcome Party in half an hour.","en_US.twitter",379
"380","Ur lucky I'm in baby bliss! “: Baby born on a plane story? Didn't run it this morning. Wouldn't seem right w/o ”","en_US.twitter",380
"381","i'm at alterra...where is you?","en_US.twitter",381
"382","please please follow me! i love you so so so much!:D♥ i suscribed EVERY SINGLE ONE OF YOUR VIDEOS on YouTube plz follow me 39","en_US.twitter",382
"383","hey! Thanks for following. Love what you all stand for! S/o to","en_US.twitter",383
"384","Did Alvin teach you that?","en_US.twitter",384
"385","Madagasca huh, interesting, Milwaukee, Wisconsin USA","en_US.twitter",385
"386","Well, I was gonna start my homework early today but this DVD leak changes everything.","en_US.twitter",386
"387","Makin homemade banana French toast :) hm","en_US.twitter",387
"388","caked it...n commented...- PRESSURE...","en_US.twitter",388
"389","Do I have to make an account first?","en_US.twitter",389
"390","Hear the news? Elizabeth Warren announces today!","en_US.twitter",390
"391","Hi - just followed you - seems like you're up for a year of self actualization - love those kinds - so much to explore & discover","en_US.twitter",391
"392","*shaman cave achievement unlocked* (it was pretty amazing, pics later)","en_US.twitter",392
"393","This movie gift card will come in handy","en_US.twitter",393
"394","yes! I took the Circulator home. It will be my main method from now on.","en_US.twitter",394
"395","I'm pulling a total beekman: no sleep, traveling, outrageous comments, innovations, intense vibes galore","en_US.twitter",395
"396","haha as an expert at losing money gambling, i'd say you made a good choice.","en_US.twitter",396
"397","- Thanks so much Inktel Direct! The team is thrilled to win the Innovation Grant...","en_US.twitter",397
"398","WHAT SIZE SHOW DO YOU WEAR? LOL","en_US.twitter",398
"399","I'm really craving for hot fries.. About to make a quick stop. #addicted ✌","en_US.twitter",399
"400","RT ""Client needs are simple: Clients need Ideas, Innovation and (real time) Intelligence to power sales."" via","en_US.twitter",400
"401","nah it's just the person tht threw it thts a pedo:p","en_US.twitter",401
"402","#personhood #virginia #vasenate Virginia is for Lovers of Guns and Haters of Women","en_US.twitter",402
"403","We've already had people fall asleep in our chairs so you would feel right at home. :)","en_US.twitter",403
"404","Listening to ""No women will represent Saudi Arabia at London 2012, Saudi Government prohibit women playing sport in public“.","en_US.twitter",404
"405","It was awkward so we un-awkwarded it.","en_US.twitter",405
"406","certainly not down in Central Oregon... it's so windy and cloudy here. #SpringWhereYouAt?","en_US.twitter",406
"407","We have our moments lol RT : Sorry, upset Nick Chick moment. I'm done. (:","en_US.twitter",407
"408","Hmm. Time for a new twitcon?.","en_US.twitter",408
"409",""": Call in with ur questions - 888-News12-NJ"" ""Live right now!","en_US.twitter",409
"410","""This looks important!""","en_US.twitter",410
"411","I'm not doing anything tomorrow?:)","en_US.twitter",411
"412","First a fake clinical trial, now a fake peer reviewed journal...what's next...fake drugs?","en_US.twitter",412
"413","Playing Truth or Dare with Micheal OwnsMyHeart:)","en_US.twitter",413
"414","when is it ! an meg will you dye my hair blonde underneath","en_US.twitter",414
"415","Halfprice for next weeks waiting list!","en_US.twitter",415
"416","OMG #Brady sets NFL record and the refs names are Gene, Bill, Wayne, Ron, Bob, Joe, and Dino!","en_US.twitter",416
"417","Austin will you follow me.. Today is not a good say:(","en_US.twitter",417
"418","UK baseball can have an 8-4 record in their final 12 SEC games and still set the school record for SEC wins in a season.","en_US.twitter",418
"419","it's on a sunday! :(","en_US.twitter",419
"420","it's cool bro","en_US.twitter",420
"421","check out article on the nba lockout, www.weeklylineup.net,","en_US.twitter",421
"422","Maradona & Charles Barkley = highest entertainment value of retired athlete in all sports","en_US.twitter",422
"423","Justin just recorded his first ever hattrick! 3 goals in one game! So proud of this dude! My boy!","en_US.twitter",423
"424","Fun on #bvg: Had to get off U-2 (stopped for night work) so I grabbed a beer at the corner while I waited for bus. Can't do that on","en_US.twitter",424
"425","How does Pau respond to these couple of days of criticism? 23-17-6-4. Pretty great game.","en_US.twitter",425
"426","Que Viva Puerto Rico!","en_US.twitter",426
"427","#ItsAmazingHow much shyt you did & I still got you.","en_US.twitter",427
"428","single life ...","en_US.twitter",428
"429","I got *cut* off, that's sadder by far...","en_US.twitter",429
"430","Fat Jack's in Monona has quite the impressive collection of Wisconsin ephemera.","en_US.twitter",430
"431","#OccupyAtlanta. Maybe Mayor Reed should notify the police that are occupying the civic ctr...","en_US.twitter",431
"432","Catracha, how do you tweet much, been about 6 months and can't even get to 1000 tweets yet .. Lol","en_US.twitter",432
"433","We already miss you! Thanks for a great charity month! You better believe you'll see us supporting YOU at the !","en_US.twitter",433
"434","Lenny Clarke, 6-2 Yanks lead, red sox fielding minor league team. Time to go enjoy the weather.","en_US.twitter",434
"435","Nope i have work at 5! i went down last night though (: and im going tomorrow.","en_US.twitter",435
"436","haha but other than dying before graduating how have you been?","en_US.twitter",436
"437","sweet! Have you read the sequel?","en_US.twitter",437
"438","Exactly 2 months from today, my little sister's getting married in sunny SoCal. Let the countdown begin!","en_US.twitter",438
"439","Listen up Ohio-the latest study shows we are ranked as being the 18th fattest state. I'm not happy about this! GET UP AND MOVE ALREADY!!!","en_US.twitter",439
"440","wish I could have seen that!","en_US.twitter",440
"441","I'll be in 1 big room, full of bad bi$tches!!!","en_US.twitter",441
"442","Prom Dress shopping with my girl,","en_US.twitter",442
"443","RT I hate seeing relatives that I only see on holidays. I don't know why. It pisses me off","en_US.twitter",443
"444","- no vision. when asked why package business was ceded to FedEx/USPS, reply was ""we have no warehouses."" why not get some?","en_US.twitter",444
"445","coat, scarf, n gloves for me. and a venti latte! haha","en_US.twitter",445
"446","If you're obsessed with Eminem well we got something in common.","en_US.twitter",446
"447","theres no such thing as an evil turkey","en_US.twitter",447
"448","well talk to everyone later im goin to head to the fire department and play fireman!!!!!","en_US.twitter",448
"449","WHAT DAYS?!","en_US.twitter",449
"450","Thank you! Are you gonna be at our show on April 13th in Joliet?","en_US.twitter",450
"451","You need to be the official DCB food photog. John & I could use some serious help!","en_US.twitter",451
"452","Thanks! Want one? : nice shirt!","en_US.twitter",452
"453","RT : Whatever you do in your life, make sure it has meaning...and do it with passion!","en_US.twitter",453
"454","thanks! There will be more in time. :)","en_US.twitter",454
"455","Every day may not be good, but there's something good in every day. ~Author Unknown","en_US.twitter",455
"456","meh to each.","en_US.twitter",456
"457","Thanks! Here's hopin ;-)","en_US.twitter",457
"458","My theory is that if one resists the fake #RIP notices in the same way one resists the #mylovelife type notices, one lives a happier life.","en_US.twitter",458
"459","Thanks so much ;)","en_US.twitter",459
"460","MT A2 Social media tools help me find people associated w/ #mainstreet dists, but places themselves? Not so much.","en_US.twitter",460
"461","my bet is another 'non-traditional' buyer will acquire DSC. Sorta like Home Depot picking up Red Beacon.","en_US.twitter",461
"462","In route to the Fam!","en_US.twitter",462
"463","Southern accents sell merch.","en_US.twitter",463
"464","At work SLEEPY! I, wanna, go, HOME!!!","en_US.twitter",464
"465","Why not?","en_US.twitter",465
"466","Lol at how my mom thought I was actually going to leave my phone home today.. No my phone belongs in my pocket.","en_US.twitter",466
"467","hey you what's up?","en_US.twitter",467
"468","what is up twitter?","en_US.twitter",468
"469","yeah, Miami is the best!!!","en_US.twitter",469
